,Year,NOC,Country,Sport,Event,Medal,Sex,ID,Age,Height,Weight,Medal_Won,Team_Event,Individual_Event,Medal_Count
0,1896,AUS,Australia,Athletics,"Athletics Men's 1,500 metres",Gold,M,35698,22.0,0.0,0.0,1,0,1,1.0
1,1896,AUS,Australia,Athletics,Athletics Men's 800 metres,Gold,M,35698,22.0,0.0,0.0,1,0,1,1.0
2,1896,AUS,Australia,Tennis,Tennis Men's Doubles,Bronze,M,35698,22.0,0.0,0.0,1,1,0,1.0
3,1896,AUT,Austria,Cycling,"Cycling Men's 10,000 metres",Bronze,M,107006,23.0,0.0,0.0,1,0,1,1.0
4,1896,AUT,Austria,Cycling,Cycling Men's 12-Hours Race,Gold,M,107006,23.0,0.0,0.0,1,0,1,1.0
5,1896,AUT,Austria,Cycling,Cycling Men's 333 metres Time Trial,Bronze,M,107006,23.0,0.0,0.0,1,0,1,1.0
6,1896,AUT,Austria,Swimming,Swimming Men's 100 metres Freestyle,Silver,M,48195,19.0,0.0,0.0,1,0,1,1.0
7,1896,AUT,Austria,Swimming,Swimming Men's 500 metres Freestyle,Gold,M,85477,20.0,0.0,0.0,1,0,1,1.0
8,1896,DEN,Denmark,Fencing,"Fencing Men's Sabre, Individual",Bronze,M,85988,29.0,0.0,0.0,1,0,1,1.0
9,1896,DEN,Denmark,Shooting,"Shooting Men's Free Pistol, 30 metres",Silver,M,85988,29.0,0.0,0.0,1,0,1,1.0
10,1896,DEN,Denmark,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze,M,54456,21.0,0.0,0.0,1,0,1,1.0
11,1896,DEN,Denmark,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Bronze,M,85988,29.0,0.0,0.0,1,0,1,1.0
12,1896,DEN,Denmark,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Silver,M,54456,21.0,0.0,0.0,1,0,1,1.0
13,1896,DEN,Denmark,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold,M,54456,21.0,0.0,0.0,1,0,1,1.0
14,1896,FRA,France,Athletics,"Athletics Men's 1,500 metres",Bronze,M,68911,21.0,0.0,0.0,1,0,1,1.0
15,1896,FRA,France,Athletics,Athletics Men's Triple Jump,Silver,M,122526,19.0,0.0,0.0,1,0,1,1.0
16,1896,FRA,France,Cycling,"Cycling Men's 10,000 metres",Gold,M,76252,19.0,0.0,0.0,1,0,1,1.0
17,1896,FRA,France,Cycling,"Cycling Men's 10,000 metres",Silver,M,35708,18.0,0.0,0.0,1,0,1,1.0
18,1896,FRA,France,Cycling,Cycling Men's 100 kilometres,Gold,M,35708,18.0,0.0,0.0,1,0,1,1.0
19,1896,FRA,France,Cycling,Cycling Men's 333 metres Time Trial,Gold,M,76252,19.0,0.0,0.0,1,0,1,1.0
20,1896,FRA,France,Cycling,Cycling Men's Sprint,Bronze,M,35708,18.0,0.0,0.0,1,0,1,1.0
21,1896,FRA,France,Cycling,Cycling Men's Sprint,Gold,M,76252,19.0,0.0,0.0,1,0,1,1.0
22,1896,FRA,France,Fencing,"Fencing Men's Foil, Individual",Gold,M,42499,20.0,0.0,0.0,1,0,1,1.0
23,1896,FRA,France,Fencing,"Fencing Men's Foil, Individual",Silver,M,17492,20.0,0.0,0.0,1,0,1,1.0
24,1896,FRA,France,Fencing,"Fencing Men's Foil, Masters, Individual",Silver,M,93575,18.0,0.0,0.0,1,0,1,1.0
25,1896,GBR,UK,Athletics,Athletics Men's 110 metres Hurdles,Silver,M,42069,22.0,0.0,0.0,1,0,1,1.0
26,1896,GBR,UK,Athletics,Athletics Men's 400 metres,Bronze,M,40851,23.0,0.0,0.0,1,0,1,1.0
27,1896,GBR,UK,Cycling,Cycling Men's 12-Hours Race,Silver,M,58394,28.0,0.0,0.0,1,0,1,1.0
28,1896,GBR,UK,Cycling,"Cycling Men's Road Race, Individual",Bronze,M,8620,0.0,0.0,0.0,1,0,1,1.0
29,1896,GBR,UK,Tennis,Tennis Men's Doubles,Bronze,M,101352,23.0,0.0,0.0,1,1,0,1.0
30,1896,GBR,UK,Tennis,Tennis Men's Doubles,Gold,M,12929,25.0,0.0,0.0,1,1,0,1.0
31,1896,GBR,UK,Tennis,Tennis Men's Singles,Gold,M,12929,25.0,0.0,0.0,1,0,1,1.0
32,1896,GBR,UK,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Gold,M,32330,21.0,188.0,102.0,1,0,1,1.0
33,1896,GBR,UK,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Silver,M,32330,21.0,188.0,102.0,1,0,1,1.0
34,1896,GER,Germany,Athletics,Athletics Men's 100 metres,Silver,M,49185,24.0,167.0,56.0,1,0,1,1.0
35,1896,GER,Germany,Cycling,"Cycling Men's Road Race, Individual",Silver,M,40985,36.0,0.0,0.0,1,0,1,1.0
36,1896,GER,Germany,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,M,129377,31.0,0.0,0.0,1,1,0,1.0
37,1896,GER,Germany,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,M,35740,26.0,0.0,0.0,1,1,0,1.0
38,1896,GER,Germany,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold,M,740148,219.0,159.0,132.0,10,10,0,1.0
39,1896,GER,Germany,Gymnastics,Gymnastics Men's Horse Vault,Bronze,M,129377,31.0,0.0,0.0,1,1,0,1.0
40,1896,GER,Germany,Gymnastics,Gymnastics Men's Horse Vault,Gold,M,107613,26.0,159.0,70.0,1,1,0,1.0
41,1896,GER,Germany,Gymnastics,Gymnastics Men's Parallel Bars,Gold,M,35740,26.0,0.0,0.0,1,0,1,1.0
42,1896,GER,Germany,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,M,740148,219.0,159.0,132.0,10,10,0,1.0
43,1896,GER,Germany,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,M,129377,31.0,0.0,0.0,1,1,0,1.0
44,1896,GER,Germany,Gymnastics,Gymnastics Men's Rings,Silver,M,129377,31.0,0.0,0.0,1,0,1,1.0
45,1896,GER,Germany,Gymnastics,Gymnastics Men's Rope Climbing,Bronze,M,49185,24.0,167.0,56.0,1,0,1,1.0
46,1896,GER,Germany,Tennis,Tennis Men's Doubles,Gold,M,121713,20.0,0.0,0.0,1,1,0,1.0
47,1896,GER,Germany,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Gold,M,107613,26.0,159.0,70.0,1,0,1,1.0
48,1896,GRE,Greece,Athletics,Athletics Men's 800 metres,Bronze,M,41160,21.0,0.0,0.0,1,0,1,1.0
49,1896,GRE,Greece,Athletics,Athletics Men's Discus Throw,Bronze,M,126142,0.0,0.0,0.0,1,0,1,1.0
50,1896,GRE,Greece,Athletics,Athletics Men's Discus Throw,Silver,M,91355,0.0,0.0,0.0,1,0,1,1.0
51,1896,GRE,Greece,Athletics,Athletics Men's Marathon,Gold,M,71674,23.0,0.0,0.0,1,0,1,1.0
52,1896,GRE,Greece,Athletics,Athletics Men's Marathon,Silver,M,125390,0.0,0.0,0.0,1,0,1,1.0
53,1896,GRE,Greece,Athletics,Athletics Men's Pole Vault,Bronze,M,144657,0.0,0.0,0.0,2,2,0,1.0
54,1896,GRE,Greece,Athletics,Athletics Men's Shot Put,Bronze,M,91250,0.0,0.0,0.0,1,0,1,1.0
55,1896,GRE,Greece,Athletics,Athletics Men's Shot Put,Silver,M,42102,0.0,0.0,0.0,1,0,1,1.0
56,1896,GRE,Greece,Athletics,Athletics Men's Triple Jump,Bronze,M,93606,0.0,0.0,0.0,1,0,1,1.0
57,1896,GRE,Greece,Cycling,Cycling Men's 100 kilometres,Silver,M,62185,0.0,0.0,0.0,1,0,1,1.0
58,1896,GRE,Greece,Cycling,Cycling Men's 333 metres Time Trial,Silver,M,86280,0.0,0.0,0.0,1,0,1,1.0
59,1896,GRE,Greece,Cycling,"Cycling Men's Road Race, Individual",Gold,M,62552,0.0,0.0,0.0,1,0,1,1.0
60,1896,GRE,Greece,Cycling,Cycling Men's Sprint,Silver,M,86280,0.0,0.0,0.0,1,0,1,1.0
61,1896,GRE,Greece,Fencing,"Fencing Men's Foil, Individual",Bronze,M,222288,0.0,0.0,0.0,2,0,2,1.0
62,1896,GRE,Greece,Fencing,"Fencing Men's Foil, Masters, Individual",Gold,M,97712,0.0,0.0,0.0,1,0,1,1.0
63,1896,GRE,Greece,Fencing,"Fencing Men's Sabre, Individual",Gold,M,39588,20.0,0.0,0.0,1,0,1,1.0
64,1896,GRE,Greece,Fencing,"Fencing Men's Sabre, Individual",Silver,M,57436,0.0,0.0,0.0,1,0,1,1.0
65,1896,GRE,Greece,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Bronze,M,129458,10.0,0.0,0.0,2,2,0,1.0
66,1896,GRE,Greece,Gymnastics,Gymnastics Men's Rings,Bronze,M,93607,0.0,0.0,0.0,1,0,1,1.0
67,1896,GRE,Greece,Gymnastics,Gymnastics Men's Rings,Gold,M,80474,0.0,0.0,0.0,1,0,1,1.0
68,1896,GRE,Greece,Gymnastics,Gymnastics Men's Rope Climbing,Gold,M,4189,0.0,0.0,0.0,1,0,1,1.0
69,1896,GRE,Greece,Gymnastics,Gymnastics Men's Rope Climbing,Silver,M,131985,21.0,0.0,0.0,1,0,1,1.0
70,1896,GRE,Greece,Shooting,"Shooting Men's Free Pistol, 30 metres",Bronze,M,36739,0.0,0.0,0.0,1,0,1,1.0
71,1896,GRE,Greece,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,M,89416,0.0,0.0,0.0,1,0,1,1.0
72,1896,GRE,Greece,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Silver,M,36739,0.0,0.0,0.0,1,0,1,1.0
73,1896,GRE,Greece,Shooting,"Shooting Men's Military Pistol, 25 metres",Bronze,M,29467,0.0,0.0,0.0,1,0,1,1.0
74,1896,GRE,Greece,Shooting,"Shooting Men's Military Rifle, 200 metres",Bronze,M,121920,0.0,0.0,0.0,1,0,1,1.0
75,1896,GRE,Greece,Shooting,"Shooting Men's Military Rifle, 200 metres",Gold,M,57486,0.0,0.0,0.0,1,0,1,1.0
76,1896,GRE,Greece,Shooting,"Shooting Men's Military Rifle, 200 metres",Silver,M,92301,0.0,0.0,0.0,1,0,1,1.0
77,1896,GRE,Greece,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Gold,M,36739,0.0,0.0,0.0,1,0,1,1.0
78,1896,GRE,Greece,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Silver,M,89416,0.0,0.0,0.0,1,0,1,1.0
79,1896,GRE,Greece,Swimming,"Swimming Men's 1,200 metres Freestyle",Silver,M,4116,0.0,0.0,0.0,1,0,1,1.0
80,1896,GRE,Greece,Swimming,Swimming Men's 100 metres Freestyle For Sailors,Bronze,M,30049,0.0,0.0,0.0,1,0,1,1.0
81,1896,GRE,Greece,Swimming,Swimming Men's 100 metres Freestyle For Sailors,Gold,M,74168,0.0,0.0,0.0,1,0,1,1.0
82,1896,GRE,Greece,Swimming,Swimming Men's 100 metres Freestyle For Sailors,Silver,M,59266,0.0,0.0,0.0,1,0,1,1.0
83,1896,GRE,Greece,Swimming,Swimming Men's 500 metres Freestyle,Bronze,M,59374,0.0,0.0,0.0,1,0,1,1.0
84,1896,GRE,Greece,Swimming,Swimming Men's 500 metres Freestyle,Silver,M,93091,0.0,0.0,0.0,1,0,1,1.0
85,1896,GRE,Greece,Tennis,Tennis Men's Doubles,Silver,M,112860,40.0,0.0,0.0,2,2,0,1.0
86,1896,GRE,Greece,Tennis,Tennis Men's Singles,Bronze,M,91932,17.0,0.0,0.0,1,0,1,1.0
87,1896,GRE,Greece,Tennis,Tennis Men's Singles,Silver,M,18785,23.0,0.0,0.0,1,0,1,1.0
88,1896,GRE,Greece,Weightlifting,"Weightlifting Men's Unlimited, One Hand",Bronze,M,86277,0.0,0.0,0.0,1,0,1,1.0
89,1896,GRE,Greece,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Bronze,M,126142,0.0,0.0,0.0,1,0,1,1.0
90,1896,GRE,Greece,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Bronze,M,59429,0.0,0.0,0.0,1,0,1,1.0
91,1896,GRE,Greece,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Silver,M,122329,0.0,0.0,0.0,1,0,1,1.0
92,1896,HUN,Hungary,Athletics,Athletics Men's 100 metres,Bronze,M,117571,24.0,0.0,0.0,1,0,1,1.0
93,1896,HUN,Hungary,Athletics,Athletics Men's 800 metres,Silver,M,25184,24.0,0.0,0.0,1,0,1,1.0
94,1896,HUN,Hungary,Athletics,Athletics Men's Marathon,Bronze,M,58546,24.0,0.0,0.0,1,0,1,1.0
95,1896,HUN,Hungary,Swimming,"Swimming Men's 1,200 metres Freestyle",Gold,M,44875,18.0,0.0,0.0,1,0,1,1.0
96,1896,HUN,Hungary,Swimming,Swimming Men's 100 metres Freestyle,Gold,M,44875,18.0,0.0,0.0,1,0,1,1.0
97,1896,HUN,Hungary,Tennis,Tennis Men's Singles,Bronze,M,118532,23.0,0.0,0.0,1,0,1,1.0
98,1896,SUI,Switzerland,Gymnastics,Gymnastics Men's Horse Vault,Silver,M,135481,30.0,0.0,0.0,1,1,0,1.0
99,1896,SUI,Switzerland,Gymnastics,Gymnastics Men's Parallel Bars,Silver,M,135481,30.0,0.0,0.0,1,0,1,1.0
100,1896,SUI,Switzerland,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,M,135481,30.0,0.0,0.0,1,1,0,1.0
101,1896,USA,USA,Athletics,"Athletics Men's 1,500 metres",Silver,M,12068,24.0,0.0,0.0,1,0,1,1.0
102,1896,USA,USA,Athletics,Athletics Men's 100 metres,Bronze,M,66362,21.0,170.0,69.0,1,0,1,1.0
103,1896,USA,USA,Athletics,Athletics Men's 100 metres,Gold,M,16616,21.0,183.0,66.0,1,0,1,1.0
104,1896,USA,USA,Athletics,Athletics Men's 110 metres Hurdles,Gold,M,24423,23.0,176.0,66.0,1,0,1,1.0
105,1896,USA,USA,Athletics,Athletics Men's 400 metres,Gold,M,16616,21.0,183.0,66.0,1,0,1,1.0
106,1896,USA,USA,Athletics,Athletics Men's 400 metres,Silver,M,53542,20.0,173.0,69.0,1,0,1,1.0
107,1896,USA,USA,Athletics,Athletics Men's Discus Throw,Gold,M,38860,20.0,188.0,81.0,1,0,1,1.0
108,1896,USA,USA,Athletics,Athletics Men's High Jump,Gold,M,21795,22.0,180.0,0.0,1,0,1,1.0
109,1896,USA,USA,Athletics,Athletics Men's High Jump,Silver,M,61560,47.0,363.0,153.0,2,0,2,1.0
110,1896,USA,USA,Athletics,Athletics Men's Long Jump,Bronze,M,22700,27.0,175.0,72.0,1,0,1,1.0
111,1896,USA,USA,Athletics,Athletics Men's Long Jump,Gold,M,21795,22.0,180.0,0.0,1,0,1,1.0
112,1896,USA,USA,Athletics,Athletics Men's Long Jump,Silver,M,38860,20.0,188.0,81.0,1,0,1,1.0
113,1896,USA,USA,Athletics,Athletics Men's Pole Vault,Gold,M,50399,20.0,0.0,0.0,1,1,0,1.0
114,1896,USA,USA,Athletics,Athletics Men's Pole Vault,Silver,M,122937,24.0,0.0,0.0,1,1,0,1.0
115,1896,USA,USA,Athletics,Athletics Men's Shot Put,Gold,M,38860,20.0,188.0,81.0,1,0,1,1.0
116,1896,USA,USA,Athletics,Athletics Men's Triple Jump,Gold,M,22700,27.0,175.0,72.0,1,0,1,1.0
117,1896,USA,USA,Shooting,"Shooting Men's Free Pistol, 30 metres",Gold,M,90607,27.0,0.0,0.0,1,0,1,1.0
118,1896,USA,USA,Shooting,"Shooting Men's Military Pistol, 25 metres",Gold,M,90606,25.0,0.0,0.0,1,0,1,1.0
119,1896,USA,USA,Shooting,"Shooting Men's Military Pistol, 25 metres",Silver,M,90607,27.0,0.0,0.0,1,0,1,1.0
120,1900,AUS,Australia,Athletics,Athletics Men's 100 metres,Bronze,M,103047,23.0,178.0,71.0,1,0,1,1.0
121,1900,AUS,Australia,Athletics,Athletics Men's 200 metres,Bronze,M,103047,23.0,178.0,71.0,1,0,1,1.0
122,1900,AUS,Australia,Athletics,"Athletics Men's 5,000 metres, Team",Gold,M,103047,23.0,178.0,71.0,1,1,0,1.0
123,1900,AUS,Australia,Athletics,Athletics Men's 60 metres,Bronze,M,103047,23.0,178.0,71.0,1,0,1,1.0
124,1900,AUS,Australia,Swimming,Swimming Men's 200 metres Freestyle,Gold,M,66363,20.0,0.0,0.0,1,0,1,1.0
125,1900,AUS,Australia,Swimming,Swimming Men's 200 metres Obstacle Course,Gold,M,66363,20.0,0.0,0.0,1,0,1,1.0
126,1900,AUT,Austria,Fencing,"Fencing Men's Sabre, Individual",Bronze,M,35801,28.0,0.0,0.0,1,0,1,1.0
127,1900,AUT,Austria,Fencing,"Fencing Men's Sabre, Masters, Individual",Bronze,M,85325,25.0,0.0,0.0,1,0,1,1.0
128,1900,AUT,Austria,Swimming,"Swimming Men's 1,000 metres Freestyle",Silver,M,127950,20.0,171.0,0.0,1,0,1,1.0
129,1900,AUT,Austria,Swimming,Swimming Men's 200 metres Backstroke,Silver,M,103182,18.0,182.0,0.0,1,0,1,1.0
130,1900,AUT,Austria,Swimming,Swimming Men's 200 metres Freestyle,Bronze,M,103182,18.0,182.0,0.0,1,0,1,1.0
131,1900,AUT,Austria,Swimming,Swimming Men's 200 metres Obstacle Course,Silver,M,127950,20.0,171.0,0.0,1,0,1,1.0
132,1900,BEL,Belgium,Archery,"Archery Men's Au Chapelet, 33 metres",Gold,M,124694,34.0,0.0,0.0,1,0,1,1.0
133,1900,BEL,Belgium,Archery,"Archery Men's Au Cordon Dore, 33 metres",Gold,M,124694,34.0,0.0,0.0,1,0,1,1.0
134,1900,BEL,Belgium,Archery,"Archery Men's Au Cordon Dore, 50 metres",Silver,M,124694,34.0,0.0,0.0,1,0,1,1.0
135,1900,BEL,Belgium,Archery,Archery Men's Championnat Du Monde,Silver,M,124694,34.0,0.0,0.0,1,0,1,1.0
136,1900,BEL,Belgium,Archery,Archery Men's Sur La Perche a La Herse,Gold,M,36505,28.0,0.0,0.0,1,0,1,1.0
137,1900,BEL,Belgium,Archery,Archery Men's Sur La Perche a La Herse,Silver,M,30112,0.0,0.0,0.0,1,0,1,1.0
138,1900,BEL,Belgium,Archery,Archery Men's Sur La Perche a La Pyramide,Bronze,M,40778,50.0,0.0,0.0,1,0,1,1.0
139,1900,BEL,Belgium,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Gold,M,84123,54.0,0.0,0.0,1,0,1,1.0
140,1900,BEL,Belgium,Equestrianism,Equestrianism Mixed High Jump,Bronze,M,124435,0.0,0.0,0.0,1,0,1,1.0
141,1900,BEL,Belgium,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,M,44637,38.0,0.0,0.0,1,0,1,1.0
142,1900,BEL,Belgium,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,M,124435,0.0,0.0,0.0,1,0,1,1.0
143,1900,BEL,Belgium,Equestrianism,Equestrianism Mixed Long Jump,Gold,M,124737,30.0,0.0,0.0,1,0,1,1.0
144,1900,BEL,Belgium,Football,Football Men's Football,Bronze,M,697948,0.0,0.0,0.0,9,9,0,1.0
145,1900,BEL,Belgium,Rowing,Rowing Men's Coxed Eights,Silver,M,604763,162.0,0.0,129.0,9,9,0,1.0
146,1900,BEL,Belgium,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",Bronze,M,92232,0.0,0.0,0.0,1,0,1,1.0
147,1900,BEL,Belgium,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze,M,124156,26.0,0.0,0.0,1,0,1,1.0
148,1900,BEL,Belgium,Shooting,Shooting Men's Trap,Silver,M,44248,0.0,0.0,0.0,1,0,1,1.0
149,1900,BEL,Belgium,Water Polo,Water Polo Men's Water Polo,Silver,M,678991,48.0,0.0,0.0,10,10,0,1.0
150,1900,BOH,Czech Republic,Athletics,Athletics Men's Discus Throw,Silver,M,53583,22.0,0.0,0.0,1,0,1,1.0
151,1900,BOH,Czech Republic,Tennis,Tennis Mixed Doubles,Bronze,F,102589,35.0,0.0,0.0,1,1,0,1.0
152,1900,BOH,Czech Republic,Tennis,Tennis Women's Singles,Bronze,F,102589,35.0,0.0,0.0,1,0,1,1.0
153,1900,CAN,Canada,Athletics,"Athletics Men's 2,500 metres Steeplechase",Gold,M,89626,27.0,169.0,65.0,1,0,1,1.0
154,1900,CAN,Canada,Athletics,Athletics Men's 400 metres Hurdles,Bronze,M,89626,27.0,169.0,65.0,1,0,1,1.0
155,1900,COL,Colombia,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver,M,47727,30.0,0.0,0.0,1,1,0,1.0
156,1900,CUB,Cuba,Fencing,"Fencing Men's epee, Individual",Gold,M,36144,16.0,0.0,0.0,1,0,1,1.0
157,1900,CUB,Cuba,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Silver,M,36144,16.0,0.0,0.0,1,0,1,1.0
158,1900,DEN,Denmark,Athletics,Athletics Men's 400 metres,Bronze,M,107662,20.0,0.0,0.0,1,0,1,1.0
159,1900,DEN,Denmark,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",Silver,M,85949,32.0,0.0,0.0,1,0,1,1.0
160,1900,DEN,Denmark,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",Silver,M,85949,32.0,0.0,0.0,1,0,1,1.0
161,1900,DEN,Denmark,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",Gold,M,73260,28.0,0.0,0.0,1,0,1,1.0
162,1900,DEN,Denmark,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Silver,M,85949,32.0,0.0,0.0,1,0,1,1.0
163,1900,DEN,Denmark,Swimming,Swimming Men's Underwater Swimming,Bronze,M,72609,22.0,0.0,0.0,1,0,1,1.0
164,1900,DEN,Denmark,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,M,238039,105.0,0.0,0.0,3,3,0,1.0
165,1900,ESP,Spain,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold,M,152541,52.0,0.0,0.0,2,2,0,1.0
166,1900,FRA,France,Archery,"Archery Men's Au Chapelet, 33 metres",Bronze,M,93957,43.0,0.0,0.0,1,0,1,1.0
167,1900,FRA,France,Archery,"Archery Men's Au Chapelet, 33 metres",Silver,M,119640,33.0,0.0,0.0,1,0,1,1.0
168,1900,FRA,France,Archery,"Archery Men's Au Chapelet, 50 metres",Bronze,M,78848,0.0,0.0,0.0,1,0,1,1.0
169,1900,FRA,France,Archery,"Archery Men's Au Chapelet, 50 metres",Gold,M,82573,47.0,0.0,0.0,1,0,1,1.0
170,1900,FRA,France,Archery,"Archery Men's Au Chapelet, 50 metres",Silver,M,47421,26.0,0.0,0.0,1,0,1,1.0
171,1900,FRA,France,Archery,"Archery Men's Au Cordon Dore, 33 metres",Bronze,M,93957,43.0,0.0,0.0,1,0,1,1.0
172,1900,FRA,France,Archery,"Archery Men's Au Cordon Dore, 33 metres",Silver,M,119640,33.0,0.0,0.0,1,0,1,1.0
173,1900,FRA,France,Archery,"Archery Men's Au Cordon Dore, 50 metres",Bronze,M,35601,32.0,0.0,0.0,1,0,1,1.0
174,1900,FRA,France,Archery,"Archery Men's Au Cordon Dore, 50 metres",Gold,M,48121,24.0,0.0,0.0,1,0,1,1.0
175,1900,FRA,France,Archery,Archery Men's Championnat Du Monde,Gold,M,48121,24.0,0.0,0.0,1,0,1,1.0
176,1900,FRA,France,Archery,Archery Men's Sur La Perche a La Herse,Silver,M,108898,43.0,0.0,0.0,1,0,1,1.0
177,1900,FRA,France,Archery,Archery Men's Sur La Perche a La Pyramide,Gold,M,43310,38.0,0.0,0.0,1,0,1,1.0
178,1900,FRA,France,Archery,Archery Men's Sur La Perche a La Pyramide,Silver,M,108898,43.0,0.0,0.0,1,0,1,1.0
179,1900,FRA,France,Athletics,"Athletics Men's 1,500 metres",Silver,M,27384,25.0,0.0,0.0,1,0,1,1.0
180,1900,FRA,France,Athletics,"Athletics Men's 2,500 metres Steeplechase",Bronze,M,19973,24.0,0.0,0.0,1,0,1,1.0
181,1900,FRA,France,Athletics,Athletics Men's 400 metres Hurdles,Silver,M,118788,21.0,169.0,68.0,1,0,1,1.0
182,1900,FRA,France,Athletics,"Athletics Men's 5,000 metres, Team",Silver,M,184219,87.0,166.0,66.0,5,5,0,1.0
183,1900,FRA,France,Athletics,Athletics Men's Marathon,Silver,M,19658,20.0,0.0,0.0,1,0,1,1.0
184,1900,FRA,France,Athletics,Athletics Men's Standing Long Jump,Bronze,M,121133,23.0,0.0,0.0,1,0,1,1.0
185,1900,FRA,France,Cricket,Cricket Men's Cricket,Silver,M,229218,44.0,0.0,0.0,3,3,0,1.0
186,1900,FRA,France,Croquet,Croquet Mixed Doubles,Gold,M,61275,37.0,0.0,0.0,2,2,0,1.0
187,1900,FRA,France,Croquet,"Croquet Mixed Singles, One Ball",Bronze,M,129049,58.0,0.0,0.0,1,0,1,1.0
188,1900,FRA,France,Croquet,"Croquet Mixed Singles, One Ball",Gold,M,5989,15.0,0.0,0.0,1,0,1,1.0
189,1900,FRA,France,Croquet,"Croquet Mixed Singles, One Ball",Silver,M,55286,22.0,0.0,0.0,1,0,1,1.0
190,1900,FRA,France,Croquet,"Croquet Mixed Singles, Two Balls",Bronze,M,106157,39.0,0.0,0.0,1,0,1,1.0
191,1900,FRA,France,Croquet,"Croquet Mixed Singles, Two Balls",Gold,M,129049,58.0,0.0,0.0,1,0,1,1.0
192,1900,FRA,France,Croquet,"Croquet Mixed Singles, Two Balls",Silver,M,126476,20.0,0.0,0.0,1,0,1,1.0
193,1900,FRA,France,Cycling,Cycling Men's 25 kilometres,Bronze,M,25505,22.0,0.0,0.0,1,0,1,1.0
194,1900,FRA,France,Cycling,Cycling Men's 25 kilometres,Gold,M,8513,18.0,0.0,0.0,1,0,1,1.0
195,1900,FRA,France,Cycling,Cycling Men's Points Race,Bronze,M,122086,18.0,0.0,0.0,1,0,1,1.0
196,1900,FRA,France,Cycling,Cycling Men's Sprint,Gold,M,117827,21.0,0.0,0.0,1,0,1,1.0
197,1900,FRA,France,Cycling,Cycling Men's Sprint,Silver,M,105673,19.0,0.0,0.0,1,0,1,1.0
198,1900,FRA,France,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Bronze,M,26490,49.0,0.0,0.0,1,0,1,1.0
199,1900,FRA,France,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,Silver,M,119866,0.0,0.0,0.0,1,0,1,1.0
200,1900,FRA,France,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Bronze,M,26465,45.0,0.0,0.0,1,0,1,1.0
201,1900,FRA,France,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Gold,M,83439,48.0,0.0,0.0,1,0,1,1.0
202,1900,FRA,France,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver,M,4914,0.0,0.0,0.0,1,0,1,1.0
203,1900,FRA,France,Equestrianism,Equestrianism Mixed High Jump,Gold,M,38736,43.0,0.0,0.0,1,0,1,1.0
204,1900,FRA,France,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,M,26039,32.0,166.0,0.0,1,0,1,1.0
205,1900,FRA,France,Equestrianism,Equestrianism Mixed Long Jump,Bronze,M,26569,0.0,0.0,0.0,1,0,1,1.0
206,1900,FRA,France,Fencing,"Fencing Men's Foil, Individual",Bronze,M,14037,26.0,0.0,0.0,1,0,1,1.0
207,1900,FRA,France,Fencing,"Fencing Men's Foil, Individual",Gold,M,23334,38.0,0.0,0.0,1,0,1,1.0
