,Year,NOC,Country,Sport,Event,Medal,Sex,ID,Age,Height,Weight,Medal_Won,Team_Event,Individual_Event,Medal_Count
3858,1948,SWE,Sweden,Athletics,Athletics Men's 50 kilometres Walk,Gold,M,70785,28.0,178.0,59.0,1,0,1,1.0
3859,1948,SWE,Sweden,Athletics,Athletics Men's Triple Jump,Gold,M,1378,23.0,176.0,64.0,1,0,1,1.0
3860,1948,SWE,Sweden,Athletics,Athletics Women's Long Jump,Bronze,F,69279,26.0,168.0,64.0,1,0,1,1.0
3861,1948,SWE,Sweden,Boxing,Boxing Men's Heavyweight,Silver,M,86386,25.0,0.0,0.0,1,0,1,1.0
3862,1948,SWE,Sweden,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,M,71807,62.0,0.0,0.0,2,2,0,1.0
3863,1948,SWE,Sweden,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold,M,131498,48.0,0.0,0.0,2,2,0,1.0
3864,1948,SWE,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,M,36960,28.0,176.0,72.0,1,0,1,1.0
3865,1948,SWE,Sweden,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold,M,36960,28.0,176.0,72.0,1,0,1,1.0
3866,1948,SWE,Sweden,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze,M,13033,44.0,0.0,0.0,1,0,1,1.0
3867,1948,SWE,Sweden,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,M,108447,45.0,0.0,0.0,1,0,1,1.0
3868,1948,SWE,Sweden,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver,M,339619,119.0,0.0,0.0,3,3,0,1.0
3869,1948,SWE,Sweden,Fencing,"Fencing Men's epee, Team",Bronze,M,385394,218.0,185.0,90.0,6,6,0,1.0
3870,1948,SWE,Sweden,Football,Football Men's Football,Gold,M,824661,343.0,175.0,75.0,12,12,0,1.0
3871,1948,SWE,Sweden,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,M,38742,25.0,0.0,0.0,1,0,1,1.0
3872,1948,SWE,Sweden,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,M,43355,33.0,0.0,0.0,1,0,1,1.0
3873,1948,SWE,Sweden,Sailing,Sailing Mixed 6 metres,Bronze,M,277737,200.0,0.0,0.0,5,5,0,1.0
3874,1948,SWE,Sweden,Sailing,Sailing Mixed Three Person Keelboat,Silver,M,83474,122.0,0.0,0.0,3,3,0,1.0
3875,1948,SWE,Sweden,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,M,123249,39.0,187.0,88.0,1,0,1,1.0
3876,1948,SWE,Sweden,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,M,72340,28.0,0.0,0.0,1,0,1,1.0
3877,1948,SWE,Sweden,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,M,55825,44.0,0.0,0.0,1,0,1,1.0
3878,1948,SWE,Sweden,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,M,73464,32.0,0.0,82.0,1,0,1,1.0
3879,1948,SWE,Sweden,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,M,94211,32.0,0.0,0.0,1,0,1,1.0
3880,1948,SWE,Sweden,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,M,111527,29.0,0.0,0.0,1,0,1,1.0
3881,1948,SWE,Sweden,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,M,3673,28.0,0.0,0.0,1,0,1,1.0
3882,1948,SWE,Sweden,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,M,55271,35.0,0.0,0.0,1,0,1,1.0
3883,1948,SWE,Sweden,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,M,4590,27.0,187.0,100.0,1,0,1,1.0
3884,1948,SWE,Sweden,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,M,86432,29.0,0.0,0.0,1,0,1,1.0
3885,1948,SWE,Sweden,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,M,33759,26.0,0.0,0.0,1,0,1,1.0
3886,1948,SWE,Sweden,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,M,86401,26.0,0.0,0.0,1,0,1,1.0
3887,1948,SWE,Sweden,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,M,55851,32.0,0.0,0.0,1,0,1,1.0
3888,1948,SWE,Sweden,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,M,37031,26.0,170.0,67.0,1,0,1,1.0
3889,1948,SWE,Sweden,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,M,70124,36.0,0.0,0.0,1,0,1,1.0
3890,1948,SWE,Sweden,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,M,43104,30.0,0.0,0.0,1,0,1,1.0
3891,1948,SWE,Sweden,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,M,3918,31.0,0.0,0.0,1,0,1,1.0
3892,1948,TCH,Czech Republic,Athletics,"Athletics Men's 10,000 metres",Gold,M,134080,25.0,182.0,72.0,1,0,1,1.0
3893,1948,TCH,Czech Republic,Athletics,"Athletics Men's 5,000 metres",Silver,M,134080,25.0,182.0,72.0,1,0,1,1.0
3894,1948,TCH,Czech Republic,Boxing,Boxing Men's Welterweight,Gold,M,121175,26.0,0.0,0.0,1,0,1,1.0
3895,1948,TCH,Czech Republic,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,M,80589,64.0,0.0,0.0,2,2,0,1.0
3896,1948,TCH,Czech Republic,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Silver,M,139286,58.0,0.0,0.0,2,2,0,1.0
3897,1948,TCH,Czech Republic,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,M,49334,27.0,0.0,0.0,1,0,1,1.0
3898,1948,TCH,Czech Republic,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Gold,M,18018,33.0,0.0,0.0,1,0,1,1.0
3899,1948,TCH,Czech Republic,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,M,103743,23.0,0.0,0.0,1,0,1,1.0
3900,1948,TCH,Czech Republic,Gymnastics,Gymnastics Men's Horse Vault,Bronze,M,113385,22.0,0.0,0.0,1,1,0,1.0
3901,1948,TCH,Czech Republic,Gymnastics,Gymnastics Men's Rings,Bronze,M,103743,23.0,0.0,0.0,1,0,1,1.0
3902,1948,TCH,Czech Republic,Gymnastics,Gymnastics Women's Team All-Around,Gold,F,731073,197.0,0.0,0.0,8,8,0,1.0
3903,1948,TTO,Trinidad,Weightlifting,Weightlifting Men's Featherweight,Silver,M,130462,23.0,0.0,59.5,1,0,1,1.0
3904,1948,TUR,Turkey,Athletics,Athletics Men's Triple Jump,Bronze,M,105787,23.0,0.0,0.0,1,0,1,1.0
3905,1948,TUR,Turkey,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,M,1579,23.0,0.0,0.0,1,0,1,1.0
3906,1948,TUR,Turkey,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,M,58229,0.0,0.0,0.0,1,0,1,1.0
3907,1948,TUR,Turkey,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,M,11497,24.0,0.0,0.0,1,0,1,1.0
3908,1948,TUR,Turkey,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,M,88513,0.0,0.0,0.0,1,0,1,1.0
3909,1948,TUR,Turkey,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,M,7127,0.0,0.0,0.0,1,0,1,1.0
3910,1948,TUR,Turkey,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,M,88613,0.0,0.0,0.0,1,0,1,1.0
3911,1948,TUR,Turkey,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,M,60688,33.0,0.0,79.0,1,0,1,1.0
3912,1948,TUR,Turkey,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,M,5806,0.0,0.0,74.0,1,0,1,1.0
3913,1948,TUR,Turkey,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,M,17873,0.0,0.0,0.0,1,0,1,1.0
3914,1948,TUR,Turkey,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,M,118840,0.0,0.0,0.0,1,0,1,1.0
3915,1948,TUR,Turkey,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,M,29098,0.0,0.0,66.0,1,0,1,1.0
3916,1948,URU,Uruguay,Rowing,Rowing Men's Double Sculls,Bronze,M,157555,20.0,0.0,0.0,2,2,0,1.0
3917,1948,URU,Uruguay,Rowing,Rowing Men's Single Sculls,Silver,M,101024,23.0,0.0,0.0,1,0,1,1.0
3918,1948,USA,USA,Athletics,Athletics Men's 100 metres,Gold,M,28539,25.0,178.0,69.0,1,0,1,1.0
3919,1948,USA,USA,Athletics,Athletics Men's 100 metres,Silver,M,33547,30.0,180.0,71.0,1,0,1,1.0
3920,1948,USA,USA,Athletics,Athletics Men's 110 metres Hurdles,Bronze,M,28819,22.0,188.0,72.0,1,0,1,1.0
3921,1948,USA,USA,Athletics,Athletics Men's 110 metres Hurdles,Gold,M,96301,22.0,190.0,73.0,1,0,1,1.0
3922,1948,USA,USA,Athletics,Athletics Men's 110 metres Hurdles,Silver,M,107982,23.0,183.0,77.0,1,0,1,1.0
3923,1948,USA,USA,Athletics,Athletics Men's 200 metres,Gold,M,92136,23.0,185.0,72.0,1,0,1,1.0
3924,1948,USA,USA,Athletics,Athletics Men's 200 metres,Silver,M,33547,30.0,180.0,71.0,1,0,1,1.0
3925,1948,USA,USA,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,M,285933,99.0,716.0,282.0,4,4,0,1.0
3926,1948,USA,USA,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,M,212443,103.0,722.0,294.0,4,4,0,1.0
3927,1948,USA,USA,Athletics,Athletics Men's 400 metres,Bronze,M,130059,23.0,185.0,76.0,1,0,1,1.0
3928,1948,USA,USA,Athletics,Athletics Men's 400 metres Hurdles,Gold,M,22162,29.0,178.0,70.0,1,0,1,1.0
3929,1948,USA,USA,Athletics,Athletics Men's 800 metres,Gold,M,130059,23.0,185.0,76.0,1,0,1,1.0
3930,1948,USA,USA,Athletics,Athletics Men's Decathlon,Bronze,M,110729,25.0,183.0,80.0,1,0,1,1.0
3931,1948,USA,USA,Athletics,Athletics Men's Decathlon,Gold,M,76409,17.0,190.0,92.0,1,0,1,1.0
3932,1948,USA,USA,Athletics,Athletics Men's Discus Throw,Bronze,M,41788,25.0,184.0,104.0,1,0,1,1.0
3933,1948,USA,USA,Athletics,Athletics Men's Hammer Throw,Bronze,M,10158,28.0,188.0,98.0,1,0,1,1.0
3934,1948,USA,USA,Athletics,Athletics Men's High Jump,Bronze,M,114323,19.0,190.0,84.0,1,0,1,1.0
3935,1948,USA,USA,Athletics,Athletics Men's Javelin Throw,Silver,M,109034,27.0,185.0,87.0,1,0,1,1.0
3936,1948,USA,USA,Athletics,Athletics Men's Long Jump,Bronze,M,29692,26.0,175.0,67.0,1,0,1,1.0
3937,1948,USA,USA,Athletics,Athletics Men's Long Jump,Gold,M,114604,25.0,180.0,73.0,1,0,1,1.0
3938,1948,USA,USA,Athletics,Athletics Men's Pole Vault,Bronze,M,100480,22.0,178.0,75.0,1,1,0,1.0
3939,1948,USA,USA,Athletics,Athletics Men's Pole Vault,Gold,M,112269,28.0,187.0,79.0,1,1,0,1.0
3940,1948,USA,USA,Athletics,Athletics Men's Shot Put,Bronze,M,37413,20.0,187.0,101.0,1,0,1,1.0
3941,1948,USA,USA,Athletics,Athletics Men's Shot Put,Gold,M,119961,27.0,183.0,89.0,1,0,1,1.0
3942,1948,USA,USA,Athletics,Athletics Men's Shot Put,Silver,M,27183,27.0,183.0,93.0,1,0,1,1.0
3943,1948,USA,USA,Athletics,Athletics Women's 200 metres,Bronze,F,92115,21.0,170.0,51.0,1,0,1,1.0
3944,1948,USA,USA,Athletics,Athletics Women's High Jump,Gold,F,22105,24.0,170.0,58.0,1,0,1,1.0
3945,1948,USA,USA,Basketball,Basketball Men's Basketball,Gold,M,701371,342.0,2682.0,1243.0,14,14,0,1.0
3946,1948,USA,USA,Boxing,Boxing Men's Welterweight,Silver,M,48168,26.0,0.0,0.0,1,0,1,1.0
3947,1948,USA,USA,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,M,145754,61.0,0.0,0.0,2,2,0,1.0
3948,1948,USA,USA,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Gold,M,145754,61.0,0.0,0.0,2,2,0,1.0
3949,1948,USA,USA,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Silver,M,46724,23.0,188.0,89.0,1,0,1,1.0
3950,1948,USA,USA,Diving,Diving Men's Platform,Gold,M,68091,27.0,0.0,0.0,1,0,1,1.0
3951,1948,USA,USA,Diving,Diving Men's Platform,Silver,M,46066,22.0,0.0,0.0,1,0,1,1.0
3952,1948,USA,USA,Diving,Diving Men's Springboard,Bronze,M,68091,27.0,0.0,0.0,1,0,1,1.0
3953,1948,USA,USA,Diving,Diving Men's Springboard,Gold,M,46066,22.0,0.0,0.0,1,0,1,1.0
3954,1948,USA,USA,Diving,Diving Men's Springboard,Silver,M,3847,25.0,0.0,0.0,1,0,1,1.0
3955,1948,USA,USA,Diving,Diving Women's Platform,Gold,F,29941,23.0,0.0,0.0,1,0,1,1.0
3956,1948,USA,USA,Diving,Diving Women's Platform,Silver,F,32435,18.0,0.0,0.0,1,0,1,1.0
3957,1948,USA,USA,Diving,Diving Women's Springboard,Bronze,F,32435,18.0,0.0,0.0,1,0,1,1.0
3958,1948,USA,USA,Diving,Diving Women's Springboard,Gold,F,29941,23.0,0.0,0.0,1,0,1,1.0
3959,1948,USA,USA,Diving,Diving Women's Springboard,Silver,F,88930,17.0,0.0,0.0,1,0,1,1.0
3960,1948,USA,USA,Equestrianism,"Equestrianism Men's Dressage, Team",Silver,M,181187,120.0,0.0,0.0,3,3,0,1.0
3961,1948,USA,USA,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver,M,47740,38.0,0.0,0.0,1,0,1,1.0
3962,1948,USA,USA,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,M,171537,118.0,0.0,0.0,3,3,0,1.0
3963,1948,USA,USA,Fencing,"Fencing Men's Sabre, Team",Bronze,M,322863,218.0,541.0,233.0,6,6,0,1.0
3964,1948,USA,USA,Gymnastics,Gymnastics Women's Team All-Around,Bronze,F,416412,205.0,0.0,0.0,8,8,0,1.0
3965,1948,USA,USA,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,M,81648,29.0,0.0,0.0,1,0,1,1.0
3966,1948,USA,USA,Rowing,Rowing Men's Coxed Eights,Gold,M,649365,216.0,0.0,0.0,9,9,0,1.0
3967,1948,USA,USA,Rowing,Rowing Men's Coxed Fours,Gold,M,458385,113.0,0.0,0.0,5,5,0,1.0
3968,1948,USA,USA,Rowing,Rowing Men's Coxless Fours,Bronze,M,235654,88.0,0.0,0.0,4,4,0,1.0
3969,1948,USA,USA,Sailing,Sailing Mixed 6 metres,Gold,M,524508,171.0,0.0,0.0,5,5,0,1.0
3970,1948,USA,USA,Sailing,Sailing Mixed One Person Dinghy,Silver,M,33468,24.0,0.0,0.0,1,0,1,1.0
3971,1948,USA,USA,Sailing,Sailing Mixed Two Person Keelboat,Bronze,M,216448,66.0,0.0,0.0,2,2,0,1.0
3972,1948,USA,USA,Sailing,Sailing Mixed Two Person Keelboat,Gold,M,224126,78.0,0.0,0.0,2,2,0,1.0
3973,1948,USA,USA,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,M,22838,20.0,0.0,0.0,1,0,1,1.0
3974,1948,USA,USA,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,M,121000,36.0,0.0,0.0,1,0,1,1.0
3975,1948,USA,USA,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,M,77769,17.0,0.0,0.0,1,0,1,1.0
3976,1948,USA,USA,Swimming,Swimming Men's 100 metres Backstroke,Gold,M,114128,20.0,0.0,0.0,1,0,1,1.0
3977,1948,USA,USA,Swimming,Swimming Men's 100 metres Backstroke,Silver,M,23565,24.0,0.0,0.0,1,0,1,1.0
3978,1948,USA,USA,Swimming,Swimming Men's 100 metres Freestyle,Gold,M,100995,24.0,0.0,0.0,1,0,1,1.0
3979,1948,USA,USA,Swimming,Swimming Men's 100 metres Freestyle,Silver,M,36222,24.0,175.0,77.0,1,0,1,1.0
3980,1948,USA,USA,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,M,112765,20.0,0.0,0.0,1,0,1,1.0
3981,1948,USA,USA,Swimming,Swimming Men's 200 metres Breaststroke,Gold,M,125962,22.0,0.0,0.0,1,0,1,1.0
3982,1948,USA,USA,Swimming,Swimming Men's 200 metres Breaststroke,Silver,M,18647,23.0,0.0,0.0,1,0,1,1.0
3983,1948,USA,USA,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,M,635048,161.0,180.0,80.0,8,8,0,1.0
3984,1948,USA,USA,Swimming,Swimming Men's 400 metres Freestyle,Gold,M,112198,24.0,0.0,0.0,1,0,1,1.0
3985,1948,USA,USA,Swimming,Swimming Men's 400 metres Freestyle,Silver,M,77769,17.0,0.0,0.0,1,0,1,1.0
3986,1948,USA,USA,Swimming,Swimming Women's 100 metres Backstroke,Silver,F,135017,23.0,0.0,0.0,1,0,1,1.0
3987,1948,USA,USA,Swimming,Swimming Women's 100 metres Freestyle,Silver,F,24418,22.0,0.0,0.0,1,1,0,1.0
3988,1948,USA,USA,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,F,151886,81.0,0.0,0.0,4,4,0,1.0
3989,1948,USA,USA,Swimming,Swimming Women's 400 metres Freestyle,Gold,F,24418,22.0,0.0,0.0,1,0,1,1.0
3990,1948,USA,USA,Weightlifting,Weightlifting Men's Bantamweight,Bronze,M,120850,27.0,0.0,55.0,1,0,1,1.0
3991,1948,USA,USA,Weightlifting,Weightlifting Men's Bantamweight,Gold,M,27672,34.0,140.0,56.0,1,0,1,1.0
3992,1948,USA,USA,Weightlifting,Weightlifting Men's Heavyweight,Gold,M,25701,27.0,0.0,101.5,1,0,1,1.0
3993,1948,USA,USA,Weightlifting,Weightlifting Men's Heavyweight,Silver,M,106719,24.0,181.0,105.5,1,0,1,1.0
3994,1948,USA,USA,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,M,114285,23.0,0.0,81.5,1,0,1,1.0
3995,1948,USA,USA,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,M,104523,28.0,173.0,81.0,1,0,1,1.0
3996,1948,USA,USA,Weightlifting,Weightlifting Men's Middleweight,Gold,M,113741,25.0,0.0,73.0,1,0,1,1.0
3997,1948,USA,USA,Weightlifting,Weightlifting Men's Middleweight,Silver,M,39562,19.0,172.0,74.0,1,0,1,1.0
3998,1948,USA,USA,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,M,68234,26.0,0.0,0.0,1,0,1,1.0
3999,1948,USA,USA,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,M,131158,29.0,0.0,0.0,1,0,1,1.0
4000,1948,USA,USA,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,M,14617,24.0,0.0,0.0,1,0,1,1.0
4001,1948,USA,USA,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,M,78957,27.0,0.0,0.0,1,0,1,1.0
4002,1948,YUG,Serbia,Athletics,Athletics Men's Hammer Throw,Silver,M,43490,25.0,172.0,83.0,1,0,1,1.0
4003,1948,YUG,Serbia,Football,Football Men's Football,Silver,M,979976,395.0,328.0,0.0,15,15,0,1.0
4004,1952,ARG,Argentina,Athletics,Athletics Men's Marathon,Silver,M,41888,33.0,170.0,63.0,1,0,1,1.0
4005,1952,ARG,Argentina,Boxing,Boxing Men's Light-Heavyweight,Silver,M,90400,24.0,0.0,0.0,1,0,1,1.0
4006,1952,ARG,Argentina,Boxing,Boxing Men's Light-Middleweight,Bronze,M,48141,22.0,0.0,0.0,1,0,1,1.0
4007,1952,ARG,Argentina,Rowing,Rowing Men's Double Sculls,Gold,M,61661,58.0,0.0,0.0,2,2,0,1.0
4008,1952,ARG,Argentina,Weightlifting,Weightlifting Men's Heavyweight,Bronze,M,108504,20.0,180.0,139.0,1,0,1,1.0
4009,1952,AUS,Australia,Athletics,Athletics Women's 100 metres,Bronze,F,115768,26.0,172.0,57.0,1,0,1,1.0
4010,1952,AUS,Australia,Athletics,Athletics Women's 100 metres,Gold,F,53136,20.0,172.0,66.0,1,0,1,1.0
4011,1952,AUS,Australia,Athletics,Athletics Women's 200 metres,Gold,F,53136,20.0,172.0,66.0,1,0,1,1.0
4012,1952,AUS,Australia,Athletics,Athletics Women's 80 metres Hurdles,Gold,F,115768,26.0,172.0,57.0,1,0,1,1.0
4013,1952,AUS,Australia,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,M,80777,23.0,0.0,0.0,1,0,1,1.0
4014,1952,AUS,Australia,Cycling,Cycling Men's Sprint,Silver,M,23588,22.0,0.0,0.0,1,0,1,1.0
4015,1952,AUS,Australia,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,M,104365,45.0,0.0,0.0,2,2,0,1.0
4016,1952,AUS,Australia,Rowing,Rowing Men's Coxed Eights,Bronze,M,483264,244.0,0.0,0.0,9,9,0,1.0
4017,1952,AUS,Australia,Rowing,Rowing Men's Single Sculls,Silver,M,131487,35.0,0.0,0.0,1,0,1,1.0
4018,1952,AUS,Australia,Swimming,Swimming Men's 200 metres Breaststroke,Gold,M,25632,23.0,0.0,0.0,1,0,1,1.0
4019,1952,AUS,Australia,Weightlifting,Weightlifting Men's Lightweight,Bronze,M,7742,24.0,0.0,67.5,1,0,1,1.0
4020,1952,AUT,Austria,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,M,229359,50.0,341.0,66.0,2,2,0,1.0
4021,1952,AUT,Austria,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,F,69732,23.0,0.0,0.0,1,0,1,1.0
4022,1952,BEL,Belgium,Cycling,"Cycling Men's Road Race, Individual",Gold,M,87245,20.0,0.0,0.0,1,0,1,1.0
4023,1952,BEL,Belgium,Cycling,"Cycling Men's Road Race, Individual",Silver,M,43110,19.0,0.0,0.0,1,0,1,1.0
4024,1952,BEL,Belgium,Cycling,"Cycling Men's Road Race, Team",Gold,M,381462,78.0,0.0,0.0,4,4,0,1.0
4025,1952,BEL,Belgium,Rowing,Rowing Men's Coxless Pairs,Silver,M,68374,43.0,0.0,0.0,2,2,0,1.0
4026,1952,BRA,Brazil,Athletics,Athletics Men's High Jump,Bronze,M,24635,21.0,186.0,74.0,1,0,1,1.0
4027,1952,BRA,Brazil,Athletics,Athletics Men's Triple Jump,Gold,M,24678,24.0,178.0,69.0,1,0,1,1.0
4028,1952,BRA,Brazil,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,M,88419,20.0,0.0,0.0,1,0,1,1.0
4029,1952,BUL,Bulgaria,Boxing,Boxing Men's Middleweight,Bronze,M,86288,23.0,0.0,0.0,1,0,1,1.0
4030,1952,CAN,Canada,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Silver,M,113119,63.0,0.0,0.0,2,2,0,1.0
4031,1952,CAN,Canada,Shooting,Shooting Men's Trap,Gold,M,39466,17.0,0.0,0.0,1,0,1,1.0
4032,1952,CAN,Canada,Weightlifting,Weightlifting Men's Middleweight,Silver,M,42473,24.0,0.0,75.0,1,0,1,1.0
4033,1952,CHI,Chile,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver,M,23833,36.0,0.0,0.0,1,0,1,1.0
4034,1952,CHI,Chile,Equestrianism,"Equestrianism Men's Jumping, Team",Silver,M,133790,103.0,0.0,0.0,3,3,0,1.0
4035,1952,DEN,Denmark,Boxing,Boxing Men's Welterweight,Bronze,M,56148,28.0,0.0,0.0,1,0,1,1.0
4036,1952,DEN,Denmark,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,M,145602,42.0,0.0,0.0,2,2,0,1.0
4037,1952,DEN,Denmark,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,F,46264,31.0,0.0,0.0,1,0,1,1.0
4038,1952,DEN,Denmark,Fencing,"Fencing Women's Foil, Individual",Bronze,F,65730,36.0,0.0,0.0,1,0,1,1.0
4039,1952,DEN,Denmark,Rowing,Rowing Men's Coxed Pairs,Bronze,M,246410,73.0,0.0,0.0,3,3,0,1.0
4040,1952,DEN,Denmark,Sailing,Sailing Mixed One Person Dinghy,Gold,M,32458,24.0,182.0,85.0,1,0,1,1.0
4041,1952,EGY,Egypt,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,M,98966,24.0,0.0,0.0,1,0,1,1.0
4042,1952,ESP,Spain,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,M,68763,44.0,173.0,72.0,1,0,1,1.0
4043,1952,FIN,Finland,Athletics,Athletics Men's Javelin Throw,Bronze,M,51469,26.0,181.0,83.0,1,0,1,1.0
4044,1952,FIN,Finland,Boxing,Boxing Men's Bantamweight,Gold,M,45190,22.0,165.0,54.5,1,0,1,1.0
4045,1952,FIN,Finland,Boxing,Boxing Men's Heavyweight,Bronze,M,63018,24.0,190.0,92.0,1,0,1,1.0
4046,1952,FIN,Finland,Boxing,Boxing Men's Light-Heavyweight,Bronze,M,110460,29.0,176.0,79.5,1,0,1,1.0
4047,1952,FIN,Finland,Boxing,Boxing Men's Light-Welterweight,Bronze,M,74116,24.0,172.0,66.5,1,0,1,1.0
4048,1952,FIN,Finland,Boxing,Boxing Men's Lightweight,Bronze,M,90680,22.0,0.0,0.0,1,0,1,1.0
4049,1952,FIN,Finland,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,M,88353,30.0,184.0,71.0,1,0,1,1.0
4050,1952,FIN,Finland,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,M,179548,58.0,350.0,147.0,2,2,0,1.0
4051,1952,FIN,Finland,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold,M,179548,58.0,350.0,147.0,2,2,0,1.0
4052,1952,FIN,Finland,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,M,115834,21.0,0.0,0.0,1,0,1,1.0
4053,1952,FIN,Finland,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold,M,115834,21.0,0.0,0.0,1,0,1,1.0
4054,1952,FIN,Finland,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,F,104380,37.0,170.0,60.5,1,0,1,1.0
4055,1952,FIN,Finland,Gymnastics,Gymnastics Men's Team All-Around,Bronze,M,607639,249.0,858.0,325.0,8,8,0,1.0
4056,1952,FIN,Finland,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,M,303220,74.0,529.0,205.5,3,3,0,1.0
4057,1952,FIN,Finland,Rowing,Rowing Men's Coxless Fours,Bronze,M,355806,117.0,716.0,318.0,4,4,0,1.0
4058,1952,FIN,Finland,Sailing,Sailing Mixed 6 metres,Bronze,M,480481,229.0,167.0,65.0,5,5,0,1.0
4059,1952,FIN,Finland,Shooting,"Shooting Men's Running Target, Single And Double Shot",Bronze,M,73873,39.0,0.0,0.0,1,0,1,1.0
4060,1952,FIN,Finland,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,M,133021,34.0,169.0,67.0,1,0,1,1.0
